Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=NJ
07832,NJ,3.74,36966.49515,08/23/2005,,
08559,NJ,8.4,77158.48617,07/06/2006,,
08060,NJ,3.74,,12/19/2011,,
08873,NJ,7.755,,11/12/2013,,
08022,NJ,7,,06/14/2012,,
07205,NJ,5.59,,09/19/2011,,
07821,NJ,7,69082.267,04/06/2006,,
07945,NJ,16.56,,05/29/2013,,
07003,NJ,2.004,19486.02339,07/25/2008,,
08224,NJ,10,,10/20/2008,,
08332,NJ,2.75,,06/09/2014,,
08873,NJ,7.84,,04/03/2014,,
08087,NJ,3.2,32107.38232,10/11/2007,,
08330,NJ,5.4,35098.5295,01/26/2006,,
08844,NJ,8.19,78221.42224,12/06/2006,,
08876,NJ,3.5,,12/30/2014,,
08759,NJ,12.75,,04/07/2014,,
08530,NJ,6.56,56304.16649,11/29/2007,,
07066,NJ,2.64,,03/27/2014,,
08876,NJ,8.4,79472.48459,10/25/2007,,
07055,NJ,3.675,,09/17/2014,,
08302,NJ,9.24,87322.13966,08/03/2007,,
08009,NJ,3,,12/09/2014,,
08092,NJ,5,,05/21/2014,,
08759,NJ,5.13,,08/27/2012,,
07860,NJ,2.66,25642.8522,03/20/2008,,
07083,NJ,5.145,,02/27/2014,,
07827,NJ,6.5,,10/07/2014,,
07424,NJ,3.3,32339.7199,06/13/2005,,
08091,NJ,9.8,80432.11182,09/15/2008,,
08225,NJ,8.415,,07/14/2014,,
08035,NJ,6.375,,06/04/2014,,
07042,NJ,6.12,59061.2833,02/24/2006,,
08330,NJ,20.4,,12/31/2014,,
08009,NJ,5.67,50253.25972,10/25/2007,,
07726,NJ,5.75,,04/07/2014,,
08527,NJ,6.25,,01/14/2014,,
08648,NJ,6.12,55742.67825,08/31/2006,,
08343,NJ,11.9,89683.15742,06/27/2006,,
08873,NJ,4.165,,03/27/2014,,
08822,NJ,10.285,96751.90895,03/17/2005,,
07866,NJ,5.824,55965.29791,03/27/2007,,
07719,NJ,9.8,89080.50991,06/18/2007,,
08701,NJ,7.5,,04/09/2012,,
08084,NJ,9.165,,07/06/2012,,
08210,NJ,5.6,53241.83133,10/27/2005,,
08812,NJ,3.6,,03/23/2012,,
08241,NJ,10.08,,08/27/2013,,
08204,NJ,6.63,,12/08/2014,,
07849,NJ,4.2,51784.47023,05/21/2007,,
07054,NJ,3.995,,09/04/2013,,
08224,NJ,10.5,,10/20/2008,,
07410,NJ,7,,05/23/2012,,
08822,NJ,4.785,,11/21/2006,,
08062,NJ,10,135178.3026,08/14/2008,,
08091,NJ,10,93280.78811,12/13/2006,,
07801,NJ,4.935,,07/10/2014,,
08234,NJ,8.16,,06/10/2014,,
07104,NJ,6.48,,05/20/2013,,
08848,NJ,4.785,45388.26236,01/05/2005,,
08831,NJ,9.75,95521.67825,08/18/2008,,
08873,NJ,4.9,,01/09/2014,,
08825,NJ,10.125,81823.8643,04/18/2008,,
08016,NJ,11.745,,10/21/2011,,
07726,NJ,12.96,114171.5329,09/21/2005,,
08210,NJ,5.1,,06/25/2014,,
08648,NJ,7.6,,09/07/2012,,
08091,NJ,9.88,92172.54361,10/20/2005,,
07050,NJ,1.02,,06/26/2014,,
07847,NJ,4.68,52333.70307,08/17/2006,,
08844,NJ,5.4,,01/28/2011,,
08203,NJ,4,,05/28/2014,,
08844,NJ,7,,10/08/2014,,
08502,NJ,11,,07/10/2014,,
07866,NJ,18.2,153071.8058,02/24/2006,,
08085,NJ,3.825,,10/21/2014,,
08080,NJ,4.2,40139.08324,02/09/2006,,
08322,NJ,9.69,,08/05/2014,,
08012,NJ,5.5,,12/06/2012,,
07740,NJ,19.04,166151.2377,10/07/2008,,
08690,NJ,4,,12/04/2014,,
08005,NJ,4.59,,08/08/2014,,
08525,NJ,4.79,52636.66921,05/08/2003,,
08884,NJ,7.905,,09/15/2014,,
07026,NJ,8.75,,12/11/2014,,
08062,NJ,3.2,25614.72241,07/01/2008,,
07512,NJ,9.8,99000.87805,12/02/2005,,
08691,NJ,3.6,31795.83854,01/16/2008,,
07869,NJ,9.8,100250.7322,10/25/2007,,
07976,NJ,9.98,93120.77427,07/17/2007,,
08807,NJ,6.25,,07/02/2014,,
07945,NJ,10,95227.69341,04/20/2007,,
08755,NJ,4.59,,08/28/2014,,
08036,NJ,5.775,57891.19214,12/27/2007,,
08079,NJ,21.855,,01/18/2012,,
08527,NJ,5.775,52783.69715,02/21/2008,,
08805,NJ,5.2,46907.23502,09/25/2008,,
08816,NJ,5.865,,08/11/2014,,
08079,NJ,5,45004.47556,10/25/2006,,
08701,NJ,4.75,,08/12/2014,,
08817,NJ,3.995,,07/25/2014,,
08757,NJ,4.655,,04/25/2013,,
08054,NJ,4.95,,10/27/2014,,
08083,NJ,4.59,,10/06/2014,,
08094,NJ,9,,08/08/2014,,
08721,NJ,9.86,92673.6262,04/18/2006,,
08533,NJ,5.07,53267.86012,07/01/2008,,
08215,NJ,3.92,,04/09/2014,,
08753,NJ,4.32,,09/29/2014,,
07652,NJ,8.88,,08/06/2013,,
08848,NJ,9.9,88511.09005,09/09/2004,,
07006,NJ,4.935,,04/25/2013,,
08724,NJ,5.75,,02/20/2014,,
08888,NJ,9.9,88595.19348,08/04/2005,,
07438,NJ,7,86358.51494,03/30/2007,,
07663,NJ,4.9,,12/11/2013,,
08757,NJ,3.15,30340.78543,11/04/2005,,
07981,NJ,5.6,50772.90562,08/05/2008,,
07002,NJ,4.4,41890.31329,08/31/2006,,
08234,NJ,9.945,,06/24/2014,,
08753,NJ,6,,04/28/2014,,
08873,NJ,6.615,,06/19/2014,,
08205,NJ,8.82,,03/14/2014,,
08876,NJ,5.76,,05/16/2012,,
07003,NJ,7.68,,04/03/2013,,
08873,NJ,8.33,,01/22/2014,,
08085,NJ,7,61220.69636,11/17/2005,,
08210,NJ,9.435,,07/16/2014,,
08823,NJ,11,,07/16/2014,,
07082,NJ,9.86,94741.03672,09/25/2008,,
07432,NJ,4.4,,12/16/2011,,
07203,NJ,4,,09/17/2014,,
08225,NJ,5.94,74092.43033,12/11/2007,,
08854,NJ,6.63,,04/11/2013,,
07501,NJ,8.6,85792.58969,06/28/2006,,
08540,NJ,8.87,74903.26725,11/19/2007,,
08087,NJ,15,,10/02/2014,,
07728,NJ,11.985,,10/14/2014,,
07076,NJ,3.25,,12/31/2014,,
07735,NJ,4.845,,06/25/2014,,
07885,NJ,3.29,,05/09/2012,,
08212,NJ,7.92,,04/12/2012,,
07825,NJ,11.475,,06/25/2014,,
07663,NJ,5.25,51302.49435,07/24/2006,,
08757,NJ,4.9,,05/02/2014,,
08527,NJ,9.84,88063.09593,12/06/2007,,
08822,NJ,6.58,77083.2951,09/13/2006,,
07643,NJ,4.655,,01/22/2014,,
07732,NJ,5.25,45171.05887,12/12/2006,,
08812,NJ,4,,12/04/2014,,
08330,NJ,9.24,86013.63138,01/16/2008,,
07043,NJ,5.13,47411.1827,03/10/2006,,
08080,NJ,11.75,,03/03/2014,,
08628,NJ,8.1,,08/31/2011,,
08527,NJ,8.25,,05/21/2014,,
07882,NJ,8.4,82775.48147,12/14/2006,,
08844,NJ,4.92,47609.59378,12/06/2007,,
07033,NJ,3.9,41785.62425,09/07/2007,,
07735,NJ,3.04,,02/22/2012,,
08221,NJ,8.16,71923.16007,08/24/2006,,
08008,NJ,2.05,,07/29/2008,,
08062,NJ,7.38,86564.67824,09/25/2008,,
08050,NJ,6.5,,06/03/2014,,
08087,NJ,0.96,,12/27/2005,,
07719,NJ,6,59996.45195,07/29/2004,,
08820,NJ,8.695,,07/08/2014,,
07034,NJ,5.88,,10/28/2013,,
08330,NJ,16.335,128891.2548,02/09/2006,,
08854,NJ,8.25,,06/24/2014,,
08205,NJ,8.5,75408.4464,06/10/2008,,
08730,NJ,9.555,,01/21/2014,,
08062,NJ,14.5,135178.3026,08/14/2008,,
08054,NJ,5.17,,02/04/2011,,
07731,NJ,6.4,62705.03466,03/15/2005,,
08557,NJ,10,88019.33588,04/24/2008,,
08690,NJ,7,,04/10/2014,,
08330,NJ,8.17,78877.61316,04/16/2010,,
08092,NJ,3.885,37033.31275,07/14/2005,,
08260,NJ,5.61,,12/24/2014,,
07753,NJ,10,,06/18/2007,,
08551,NJ,9.88,104386.6785,11/10/2005,,
07501,NJ,8,,06/12/2014,,
08022,NJ,5.61,,12/31/2014,,
07924,NJ,20.16,96637.23562,01/19/2009,,
07034,NJ,1.715,,10/09/2013,,
08759,NJ,5.1,,07/03/2014,,
08088,NJ,9,,05/16/2012,,
07740,NJ,8.16,73309.98695,06/20/2006,,
08330,NJ,1.29,9551.094206,05/28/2008,,
08759,NJ,10,,07/16/2014,,
07882,NJ,19.38,169017.2341,12/31/2005,,
07017,NJ,4.68,,06/17/2013,,
08527,NJ,14.4,,05/01/2013,,
08210,NJ,6.345,,08/16/2012,,
08251,NJ,6.72,65477.71317,12/21/2005,,
08807,NJ,8.84,93416.21846,08/29/2005,,
08753,NJ,5.1,46669.79277,10/19/2005,,
07109,NJ,5.76,,12/22/2011,,
08050,NJ,3.12,29304.39318,09/15/2006,,
07722,NJ,10.15,95855.79068,10/11/2006,,
08219,NJ,10.36,,10/03/2011,,
08505,NJ,5.28,,08/09/2010,,
08759,NJ,9.69,,09/25/2014,,
08081,NJ,13.26,,05/28/2014,,
07083,NJ,1.68,,10/03/2013,,
08234,NJ,9.25,,07/28/2014,,
08008,NJ,3.75,,07/09/2014,,
08512,NJ,8,,05/03/2012,,
07034,NJ,4.2,41387.74073,12/13/2006,,
08402,NJ,5.12,,09/25/2013,,
08889,NJ,5.76,53528.30905,02/10/2006,,
08837,NJ,10.02,95860.4313,06/27/2005,,
08302,NJ,9.45,82672.92113,11/05/2004,,
08079,NJ,10.2,,07/03/2014,,
08873,NJ,6,,10/24/2013,,
08755,NJ,10.75,,03/25/2014,,
07604,NJ,5.04,,09/26/2013,,
08701,NJ,9.69,,12/09/2014,,
07731,NJ,6.75,,07/08/2014,,
08527,NJ,8.16,76839.7613,11/15/2005,,
07830,NJ,5.2,,04/22/2008,,
08332,NJ,13.2,124382.3741,07/12/2006,,
07748,NJ,6.66,,03/01/2012,,
08530,NJ,7.82,69190.58081,12/11/2007,,
08879,NJ,5.5,,05/08/2014,,
07435,NJ,7.2,66542.01081,03/10/2006,,
07738,NJ,8.58,82568.89756,12/28/2005,,
08540,NJ,3.895,38281.02743,12/13/2010,,
08648,NJ,5.16,58204.06886,06/13/2008,,
07863,NJ,4,37595.79156,04/27/2006,,
07834,NJ,4.2,44028.583,11/02/2005,,
07753,NJ,9.88,92256.92241,10/04/2005,,
07751,NJ,8.16,75034.14072,10/12/2005,,
08505,NJ,8.225,,01/28/2013,,
08724,NJ,7.014,66317.3561,12/23/2005,,
07825,NJ,9.92,92673.6262,11/21/2006,,
08087,NJ,6.12,,07/16/2014,,
08755,NJ,10.5,,08/05/2014,,
07603,NJ,4.23,,12/27/2013,,
07901,NJ,3.7,37174.71032,01/09/2004,,
07832,NJ,7.74,,09/30/2010,,
07003,NJ,3.29,,12/05/2013,,
08810,NJ,9.18,,09/29/2014,,
07418,NJ,1.19,10098.33088,05/20/2009,,
07849,NJ,6.615,,10/22/2012,,
08054,NJ,4.335,,10/06/2014,,
07885,NJ,3.825,,09/19/2014,,
08826,NJ,7,67919.89183,09/08/2005,,
08302,NJ,9.975,88067.25333,05/03/2005,,
08872,NJ,7,69310.32698,09/14/2006,,
08724,NJ,11.28,,03/19/2014,,
07901,NJ,5.7,54965.18126,08/04/2005,,
08043,NJ,7,,10/15/2014,,
08809,NJ,4.725,44145.08512,07/20/2005,,
08502,NJ,2.1,21545.2121,06/12/2007,,
07840,NJ,10.34,,08/10/2012,,
08730,NJ,9.86,93225.62634,12/23/2005,,
08085,NJ,6.885,,06/04/2014,,
08858,NJ,6.3,59237.34896,09/08/2005,,
08075,NJ,9.6,89167.85091,08/17/2006,,
08721,NJ,10,,07/09/2014,,
08533,NJ,10.5,,03/30/2012,,
08311,NJ,10.15,127825.9868,06/04/2007,,
08096,NJ,9.75,,06/03/2014,,
08210,NJ,12.24,,09/17/2014,,
08759,NJ,7.14,69384.50162,03/22/2006,,
08046,NJ,5.1,,04/11/2014,,
07643,NJ,2.695,,12/11/2013,,
07083,NJ,4.08,,08/21/2014,,
07439,NJ,6.8,63607.19456,06/22/2006,,
08648,NJ,2.8,25988.09092,11/21/2006,,
07208,NJ,3.84,,12/13/2013,,
07005,NJ,9.18,85754.76376,10/14/2005,,
08215,NJ,5.544,47332.71221,11/04/2008,,
07922,NJ,3.5,,07/08/2014,,
08088,NJ,10,87659.33955,05/21/2007,,
08844,NJ,5.984,52482.76066,01/23/2008,,
08873,NJ,6.24,50120.29573,05/12/2008,,
08501,NJ,2.69,36866.56285,04/11/2002,,
08830,NJ,4.165,,04/30/2013,,
08739,NJ,6.5,,07/03/2012,,
07059,NJ,10.56,,11/08/2011,,
08314,NJ,14.7,,02/20/2014,,
08062,NJ,12.19,,05/16/2014,,
07407,NJ,3.06,,12/29/2014,,
08551,NJ,4.992,42397.50642,06/13/2008,,
07034,NJ,8.925,,07/11/2014,,
07866,NJ,8.2,,03/19/2012,,
08050,NJ,6.45,,03/31/2014,,
08062,NJ,11.76,,02/11/2014,,
07607,NJ,4.165,,09/25/2013,,
08234,NJ,14.28,,06/25/2014,,
08802,NJ,3.2,36339.54211,07/30/2008,,
07860,NJ,10.78,,08/23/2013,,
08094,NJ,7.74,,10/15/2012,,
08854,NJ,4.6,,04/05/2012,,
08230,NJ,10.464,,06/25/2014,,
07728,NJ,10,97525.31102,10/07/2008,,
08859,NJ,7.75,,08/08/2014,,
07740,NJ,9.89,90484.04764,07/05/2007,,
07836,NJ,9.45,84400.35177,04/01/2008,,
08840,NJ,4.655,,02/28/2014,,
07731,NJ,9.76,93657.47707,12/15/2005,,
08731,NJ,7.65,,08/12/2014,,
07039,NJ,4.75,,11/18/2014,,
08559,NJ,9,85364.39572,08/26/2008,,
08701,NJ,7,,08/12/2014,,
08525,NJ,9.984,89810.13358,12/06/2007,,
07885,NJ,10.25,,11/17/2014,,
08051,NJ,9.72,71391.53563,10/04/2007,,
08005,NJ,6.29,,03/07/2011,,
07001,NJ,3.525,,07/03/2013,,
07513,NJ,4.335,,07/23/2012,,
08540,NJ,8.93,,07/27/2011,,
08816,NJ,3.7,,04/30/2013,,
08736,NJ,4.5,,08/05/2014,,
07726,NJ,7.5,,07/18/2013,,
08527,NJ,9.76,,01/09/2008,,
07748,NJ,6.375,,03/26/2014,,
08234,NJ,5.1,,07/14/2014,,
08755,NJ,9.69,,08/06/2014,,
08830,NJ,7.95,,12/30/2014,,
07410,NJ,5.865,,07/10/2014,,
08873,NJ,3.06,,07/25/2014,,
07728,NJ,7.92,77910.72579,07/05/2007,,
07849,NJ,11.505,104385.8919,01/19/2006,,
07960,NJ,8.33,75294.72821,07/21/2006,,
08830,NJ,4.29,,03/09/2012,,
08822,NJ,7.35,,10/24/2013,,
08865,NJ,4.41,,01/21/2014,,
08835,NJ,8.33,,07/09/2014,,
08742,NJ,3.325,,08/26/2014,,
07825,NJ,12.8,134866.014,06/22/2006,,
08901,NJ,6,94717.61869,12/05/2007,,
08514,NJ,10,70450.31628,02/16/2010,,
08201,NJ,9.03,87139.82737,06/18/2007,,
07920,NJ,7.35,68831.42825,07/13/2006,,
07066,NJ,6.11,,05/07/2013,,
08757,NJ,7.14,,12/18/2014,,
07821,NJ,10,97891.48684,01/05/2007,,
08638,NJ,5.4,56844.50495,08/31/2006,,
08008,NJ,7.8,72230.20427,06/12/2007,,
08520,NJ,9.8,85813.5848,03/05/2008,,
08822,NJ,4.9,47191.7064,08/11/2005,,
07848,NJ,8.6,86388.0798,11/15/2006,,
07863,NJ,10.45,91310.42595,03/23/2006,,
08234,NJ,6.45,56227.12825,03/24/2008,,
08530,NJ,3.675,33222.59487,08/11/2005,,
07004,NJ,8.16,,10/23/2013,,
08053,NJ,5.44,50276.18595,03/01/2006,,
07722,NJ,8.775,111881.0481,04/01/2008,,
08534,NJ,12.48,158724.6524,06/18/2007,,
07054,NJ,8.96,90886.65831,10/06/2005,,
07760,NJ,10.125,34378.59286,01/19/2009,,
08349,NJ,17.85,,10/22/2014,,
07843,NJ,8.4,85486.65384,07/28/2005,,
08062,NJ,5.28,,02/15/2013,,
08701,NJ,8.75,,08/12/2014,,
08251,NJ,7.04,68547.85903,10/25/2006,,
08872,NJ,5.5,,07/16/2014,,
08037,NJ,18.5,,12/01/2014,,
08205,NJ,5.88,,06/03/2014,,
07302,NJ,9.2,88789.30426,03/04/2008,,
08736,NJ,9.86,94886.86829,12/07/2005,,
07030,NJ,4.41,33356.0478,01/19/2009,,
08088,NJ,3.06,29855.79864,01/20/2005,,
08022,NJ,9.8,83360.78381,11/17/2005,,
07004,NJ,6.63,,10/27/2014,,
07712,NJ,6.63,,07/22/2014,,
08008,NJ,4.25,,05/02/2014,,
07726,NJ,6,57123.15449,08/09/2006,,
07720,NJ,4.48,43645.15556,05/26/2005,,
08210,NJ,11.76,,11/18/2013,,
08826,NJ,9.72,85259.85966,07/27/2006,,
08219,NJ,8.84,90921.60788,07/11/2007,,
08852,NJ,7,73990.22933,05/15/2006,,
08540,NJ,7.35,70716.35544,04/20/2007,,
08551,NJ,3.5,45679.89717,09/27/2006,,
08054,NJ,7,61564.13144,08/31/2006,,
07848,NJ,4.2,43294.67574,09/07/2007,,
07728,NJ,10.08,97252.49517,09/07/2004,,
07733,NJ,7.84,65993.37486,03/30/2005,,
08690,NJ,10.2,,10/28/2014,,
07052,NJ,4.68,43655.37637,03/30/2007,,
08043,NJ,5.06,,02/22/2012,,
07716,NJ,7.65,67627.2639,12/20/2007,,
07620,NJ,9.975,97078.79137,04/21/2005,,
08873,NJ,4.2,37061.69673,08/28/2007,,
08214,NJ,9.4,,04/06/2012,,
07072,NJ,7.848,,06/05/2014,,
08610,NJ,3.7,35898.4918,05/11/2004,,
08060,NJ,10,104934.118,01/31/2008,,
07012,NJ,3.76,,10/24/2013,,
08360,NJ,7.56,83313.40776,12/11/2007,,
07719,NJ,9.8,89103.17572,07/11/2007,,
08045,NJ,6.885,,11/05/2014,,
08844,NJ,5.115,45986.53945,12/07/2007,,
07732,NJ,4,,12/30/2014,,
08550,NJ,7.105,,10/29/2014,,
07110,NJ,6.12,,07/03/2014,,
07663,NJ,5.145,,04/02/2014,,
07728,NJ,8.64,85207.50711,09/09/2004,,
08092,NJ,5.75,,05/09/2014,,
08757,NJ,8.016,76705.57895,11/02/2005,,
07065,NJ,4.085,,10/21/2011,,
08210,NJ,5.28,50394.11703,06/18/2007,,
08854,NJ,3.995,,09/04/2013,,
07734,NJ,6.63,,10/14/2014,,
08210,NJ,8.2,81851.90029,10/25/2007,,
08003,NJ,5.5,,05/21/2014,,
08054,NJ,9.945,,10/02/2014,,
08360,NJ,13.23,,06/19/2014,,
07043,NJ,10,96257.86102,09/27/2006,,
08037,NJ,14.5,,12/01/2014,,
07036,NJ,3.4,32719.60976,12/15/2005,,
08816,NJ,4,,09/30/2014,,
08318,NJ,12.75,,07/15/2014,,
08050,NJ,7.14,66947.32046,02/22/2006,,
07727,NJ,7.995,74448.27885,01/06/2006,,
08816,NJ,4.5,,07/17/2014,,
08822,NJ,5.19,47022.19947,05/17/2006,,
08872,NJ,6,,09/17/2014,,
08723,NJ,6.12,57400.8728,06/23/2005,,
08088,NJ,6.435,61801.46687,01/12/2006,,
08859,NJ,7.25,,09/03/2014,,
07832,NJ,7.425,71965.80553,07/21/2005,,
08805,NJ,3.57,,12/24/2014,,
08079,NJ,31.52,,10/15/2014,,
08021,NJ,4,37336.38245,06/22/2006,,
07932,NJ,7.2,63592.46784,08/02/2006,,
08735,NJ,3.44,32915.60965,03/30/2007,,
08234,NJ,2.5,,02/28/2014,,
08852,NJ,10,,11/19/2014,,
07876,NJ,7.2,91594.91604,08/20/2008,,
07882,NJ,16.1,162683.8244,12/30/2005,,
07726,NJ,5,46301.41299,06/26/2007,,
07924,NJ,10.5,96637.23562,01/19/2009,,
08753,NJ,10.71,,09/30/2014,,
08050,NJ,8.36,80729.5827,03/29/2006,,
08004,NJ,4.2,41886.93839,09/22/2004,,
08019,NJ,14.79,,12/22/2014,,
07470,NJ,9.537,76994.86332,02/25/2008,,
07717,NJ,6.12,57237.504,05/17/2006,,
07753,NJ,9.86,89198.36522,04/18/2006,,
08833,NJ,12.95,168902.2394,02/13/2008,,
07604,NJ,3.525,,06/20/2014,,
08302,NJ,18.36,,05/21/2014,,
08816,NJ,8.268,59955.9991,01/18/2011,,
08053,NJ,9.18,,08/12/2014,,
07930,NJ,6.12,57124.66516,06/27/2006,,
07083,NJ,4,,08/08/2014,,
07834,NJ,7.905,,07/17/2014,,
07719,NJ,14.535,,08/15/2014,,
07760,NJ,4.62,45594.03001,08/02/2006,,
08879,NJ,5.805,,01/16/2012,,
08861,NJ,5.145,,09/15/2014,,
07834,NJ,8.16,,08/22/2014,,
07719,NJ,7.2,68470.59512,12/14/2005,,
08088,NJ,3,29592,04/02/2004,,
07882,NJ,7.812,71419.20937,12/30/2005,,
07821,NJ,7.14,69261.80784,07/05/2007,,
07856,NJ,8.4,82326.72331,09/21/2006,,
08558,NJ,8.58,74764.36627,10/06/2005,,
08251,NJ,0.89,,06/17/2002,,
08318,NJ,22,,01/30/2014,,
08873,NJ,5.92,55507.77499,11/18/2004,,
07724,NJ,5.04,47725.9776,05/17/2006,,
08833,NJ,5.616,47870.22655,07/17/2007,,
08902,NJ,9.24,95447.59524,03/16/2005,,
07003,NJ,7.215,66307.60145,07/07/2006,,
07068,NJ,8.16,81180.27231,01/05/2006,,
08510,NJ,8.925,86504.3521,07/29/2005,,
07838,NJ,3.76,41532.63158,12/17/2001,,
08234,NJ,3.87,,11/21/2011,,
07764,NJ,4.59,42515.04293,12/23/2005,,
07470,NJ,7.5,,05/29/2014,,
08759,NJ,6.72,,12/09/2014,,
08054,NJ,5.5,,08/12/2014,,
07012,NJ,6.37,,01/24/2014,,
08016,NJ,9,91515.20588,04/12/2006,,
07064,NJ,9.4,,07/15/2014,,
08610,NJ,5.46,63284.29102,04/18/2006,,
07764,NJ,3.34,32539.02222,05/04/2005,,
08241,NJ,3.6,28417.74099,01/23/2008,,
08525,NJ,9.86,90900.52377,10/26/2006,,
07728,NJ,8.16,73915.206,11/20/2006,,
07885,NJ,3.75,,12/03/2014,,
08251,NJ,10.71,,03/21/2014,,
07731,NJ,9.8,96837.74202,03/27/2007,,
07513,NJ,4.335,,07/23/2012,,
08757,NJ,5.52,,04/17/2013,,
07646,NJ,7.56,80395.20878,12/29/2005,,
07013,NJ,2.55,,12/01/2014,,
07830,NJ,10,108777.7943,10/24/2008,,
07751,NJ,7.04,76729.65097,04/30/2007,,
08753,NJ,8.5,79933.37085,04/15/2009,,
07652,NJ,6,,04/24/2014,,
08802,NJ,7.525,71382.47119,10/25/2007,,
08081,NJ,9.8,96047.84386,09/15/2006,,
08551,NJ,4.62,45265.1969,03/17/2005,,
08050,NJ,5.145,,04/01/2014,,
07446,NJ,5.25,47096.77469,06/26/2007,,
08060,NJ,6.5,,07/16/2014,,
08822,NJ,5,,03/31/2014,,
07716,NJ,2.205,,06/16/2014,,
08757,NJ,7.7,77508.9001,10/25/2007,,
07064,NJ,7.25,,07/23/2014,,
08859,NJ,5,,06/13/2014,,
07083,NJ,4.08,,07/30/2014,,
08863,NJ,4.945,,12/17/2010,,
07008,NJ,3.52,35894.29622,03/16/2006,,
07920,NJ,8.4,83269.82573,04/30/2007,,
08006,NJ,2.775,27881.03274,01/09/2004,,
08801,NJ,5.984,52569.11973,01/24/2008,,
08520,NJ,2.96,26063.81561,12/19/2005,,
08234,NJ,10,,05/12/2014,,
07728,NJ,8.5,,08/26/2014,,
07731,NJ,7.56,72329.90691,06/20/2006,,
08859,NJ,10.455,,08/13/2014,,
08003,NJ,9.8,84906.27692,11/10/2005,,
08005,NJ,9.8,89103.17572,07/05/2007,,
07027,NJ,6.48,61217.03406,07/21/2008,,
07470,NJ,6.4,59850.16646,08/05/2008,,
07067,NJ,7.875,82898.7204,04/27/2006,,
07753,NJ,6.5,,05/08/2014,,
08820,NJ,10,92602.82599,06/12/2007,,
08822,NJ,8.64,101055.2373,08/11/2003,,
08827,NJ,9.52,88926.93108,10/06/2005,,
08701,NJ,5,,07/15/2014,,
08873,NJ,8.19,74989.61869,12/19/2007,,
08081,NJ,28.325,,12/16/2014,,
08690,NJ,5.355,,12/04/2014,,
08835,NJ,3.5,,06/05/2012,,
08559,NJ,7.65,72351.926,11/15/2006,,
07727,NJ,9.86,92590.08,05/17/2006,,
08037,NJ,10.08,96270.25234,01/12/2006,,
08037,NJ,12.48,,04/09/2013,,
07079,NJ,10.32,,10/28/2011,,
07728,NJ,11.7,,10/20/2010,,
07853,NJ,3.15,31410.33895,12/30/2006,,
07438,NJ,5.44,58498.93105,02/09/2006,,
08854,NJ,4.25,,05/28/2014,,
08085,NJ,10.25,87105.70748,09/25/2008,,
07046,NJ,6.12,,09/23/2014,,
07421,NJ,10.02,90857.58999,01/09/2008,,
07930,NJ,7.14,65424.65537,04/02/2007,,
07762,NJ,6.8,64003.31112,02/10/2006,,
07712,NJ,16.17,,03/12/2014,,
07753,NJ,10,,08/10/2012,,
08332,NJ,10,95506.20272,01/12/2006,,
07735,NJ,8.5,,07/30/2014,,
08241,NJ,11.7,,03/09/2012,,
08889,NJ,9.8,93813.71858,04/27/2006,,
07722,NJ,10.098,95224.76578,08/03/2005,,
08873,NJ,4.75,,03/13/2014,,
07853,NJ,13.2,121485.8178,06/04/2007,,
07950,NJ,8.8,78491.0301,02/24/2006,,
08022,NJ,19.78,,12/28/2011,,
07010,NJ,6.125,58335.53722,09/22/2005,,
07735,NJ,3.5,,05/21/2014,,
08053,NJ,8.16,,01/18/2013,,
08510,NJ,7.41,69777.21717,11/15/2005,,
07607,NJ,3.92,,05/09/2014,,
08050,NJ,6.63,,06/27/2014,,
07920,NJ,7,67680.90292,07/21/2006,,
08109,NJ,3.825,,10/24/2014,,
08540,NJ,4.92,46233.01308,12/29/2005,,
07083,NJ,7.905,,10/10/2014,,
07950,NJ,8,81461.05051,01/07/2008,,
08550,NJ,5.16,,08/10/2011,,
08234,NJ,9.1,,03/03/2009,,
07717,NJ,3,31856.29551,08/02/2004,,
08050,NJ,7.014,66452.422,08/30/2005,,
08741,NJ,7,,09/07/2012,,
08534,NJ,7.875,74515.18729,08/05/2005,,
07008,NJ,6.48,,08/14/2014,,
08701,NJ,11.7,,04/17/2014,,
08089,NJ,19.125,,05/13/2014,,
08062,NJ,6.12,54257.59093,11/17/2005,,
07825,NJ,11.22,,08/28/2012,,
07083,NJ,3.76,,02/07/2013,,
07470,NJ,5.4,58686.56068,11/01/2006,,
08701,NJ,9.1,,05/02/2014,,
08701,NJ,6.25,,06/26/2014,,
07083,NJ,3.675,,01/23/2014,,
08753,NJ,9.01,92334.18855,02/07/2006,,
08872,NJ,8.91,,06/20/2014,,
08080,NJ,7.35,61799.49721,04/23/2007,,
08004,NJ,8.16,80985.51351,03/20/2006,,
08234,NJ,6.5,,08/12/2014,,
08505,NJ,2.338,22969.89162,07/21/2004,,
08016,NJ,4.3,,09/29/2011,,
07726,NJ,3,,05/25/2012,,
07043,NJ,7.392,,12/10/2010,,
07071,NJ,6.12,56683.26761,09/22/2005,,
08270,NJ,15.3,,08/05/2014,,
08087,NJ,4.84,45741.73555,06/28/2006,,
08822,NJ,9.9,86930.22133,09/22/2005,,
07065,NJ,3.96,51349.46332,07/20/2004,,
08854,NJ,6.48,,01/09/2014,,
07719,NJ,7.04,66550.58538,03/27/2007,,
08757,NJ,7.35,,03/03/2014,,
08844,NJ,9.86,82190.40516,06/12/2007,,
