Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=CT
06238,CT,6.615,32254.90683,05/29/2014,,
06010,CT,7,34581.04697,12/22/2014,,
06057,CT,6,23838.18279,06/10/2014,,
06237,CT,4.5,16376.78335,10/21/2014,,
06511,CT,10,34764.01656,06/04/2014,,
06013,CT,7,27960.31585,04/25/2014,,
06482,CT,10.75,34231.68726,05/21/2014,,
06333,CT,6.25,29836.78596,09/05/2014,,
06076,CT,3.5,14666.24185,11/07/2014,,
06106,CT,9.555,46907.27678,03/05/2014,,
06877,CT,4.32,23128.00359,06/18/2014,,
06092,CT,11.376,113962.2432,11/06/2006,,
06355,CT,10.2,53988.7774,12/14/2014,,
06905,CT,2.94,14525.95745,02/26/2014,,
06517,CT,9.065,44119.01342,06/05/2014,,
06268,CT,7.02,25931.90089,01/09/2014,,
06880,CT,8.829,38863.57755,10/08/2014,,
06385,CT,5,24385.04616,08/13/2014,,
06810,CT,6.45,43644.64861,08/16/2010,,
06090,CT,9.75,46580.41471,08/06/2014,,
06075,CT,7.194,32667.6602,07/16/2014,,
06779,CT,2.205,5261.315058,05/25/2012,,
06415,CT,5,30056.24373,03/14/2014,,
06237,CT,11.25,40801.56139,07/16/2014,,
06013,CT,10.75,56577.30859,11/13/2014,,
06250,CT,10.8,39227.12535,05/09/2014,,
06762,CT,11,46457.5698,12/05/2014,,
06770,CT,5.865,30867.52696,11/04/2014,,
06704,CT,5.25,25935.78522,12/08/2014,,
06111,CT,9.25,45112.3354,08/06/2014,,
06422,CT,11.44,43720.39454,07/30/2014,,
06016,CT,9.72,35652.17446,09/30/2014,,
06371,CT,12.42,57458.90391,02/19/2014,,
06410,CT,9.5,33908.79226,11/19/2014,,
06084,CT,6.37,32423.5775,05/09/2014,,
06413,CT,4.515,42456.03364,10/15/2009,,
06489,CT,9.75,47550.84002,08/07/2014,,
06374,CT,8.5,40578.02891,09/23/2014,,
06107,CT,4.06,15513.72106,05/09/2014,,
06756,CT,6.89,27264.77813,01/09/2014,,
06612,CT,9.36,34411.92509,07/16/2014,,
06473,CT,2.94,14433.00824,03/12/2014,,
06470,CT,5,15924.92811,08/28/2014,,
06359,CT,10.965,88630.88248,10/15/2009,,
06040,CT,5.8,21365.98179,03/11/2014,,
06611,CT,6.24,23561.31808,07/02/2014,,
06484,CT,3.924,16618.23579,02/19/2014,,
06475,CT,8,33068.75628,12/04/2014,,
06070,CT,7.105,34879.76991,03/07/2014,,
06379,CT,6.615,40645.33261,12/17/2014,,
06415,CT,10,48733.41708,09/17/2014,,
06488,CT,6.36,22581.48112,02/19/2014,,
06782,CT,8.28,71729.52064,07/15/2009,,
06405,CT,8.5,40578.02891,09/23/2014,,
06441,CT,6.24,23749.29257,04/11/2014,,
06062,CT,5,24366.70854,09/05/2014,,
06070,CT,6.37,31271.51785,03/21/2014,,
06110,CT,2.5,13086.47071,10/21/2014,,
06277,CT,7.194,24501.84989,03/28/2014,,
06442,CT,4.165,20308.64504,05/25/2014,,
06517,CT,5.865,28221.73894,11/11/2014,,
06443,CT,6.213,28829.88131,02/10/2014,,
06010,CT,6.75,28284.895,11/17/2014,,
06516,CT,7.7,29499.75027,12/19/2014,,
06410,CT,5.5,19418.77487,09/10/2014,,
06410,CT,9.75,34450.09838,08/28/2014,,
06471,CT,6.867,31154.70037,12/01/2014,,
06042,CT,2.5,12350.37392,12/11/2014,,
06482,CT,10.25,50077.56125,10/20/2014,,
06074,CT,7.14,35104.39717,02/26/2014,,
06830,CT,10.125,63420.19311,03/03/2009,,
06460,CT,9.75,39787.03017,04/11/2014,,
06281,CT,11.025,53945.9344,04/22/2014,,
06249,CT,10.5,34636.71863,08/13/2014,,
06413,CT,9,42265.5614,10/02/2014,,
06517,CT,2.75,11055.64086,05/21/2014,,
06437,CT,3.924,21203.57708,01/31/2014,,
06410,CT,7.56,28195.76274,09/10/2014,,
06795,CT,5.565,24288.32258,01/08/2014,,
06723,CT,9.945,52057.98048,10/14/2014,,
06238,CT,9.075,34252.48889,06/04/2014,,
06108,CT,5.88,29048.07945,12/15/2014,,
06756,CT,15.12,55647.25794,06/04/2014,,
06033,CT,7.5,24504.5145,05/09/2014,,
06278,CT,9.8,48598.91038,01/30/2014,,
06078,CT,10,49401.49566,12/29/2014,,
06001,CT,5.5,26823.55078,08/06/2014,,
06488,CT,4.91,18946.81962,11/16/2014,,
06615,CT,4.5,21482.48589,09/22/2014,,
06441,CT,13,45671.17865,12/04/2014,,
06067,CT,9.5,34926.63337,07/30/2014,,
06107,CT,9.25,48960.41088,12/10/2014,,
06489,CT,9.31,45992.79246,12/08/2014,,
06470,CT,7,21657.99005,01/08/2014,,
06877,CT,2.226,23808.49704,08/05/2011,,
06516,CT,6.75,25343.48145,12/11/2014,,
06770,CT,6.03,44783.59505,07/30/2014,,
06401,CT,7.84,39666.22673,03/13/2014,,
06042,CT,6.615,32493.79565,11/03/2014,,
06051,CT,9,35750.55176,12/05/2014,,
06037,CT,8.5,40901.07092,11/04/2014,,
06830,CT,4.845,18183.63138,09/24/2014,,
06501,CT,3.68,33546.04178,02/17/2011,,
06611,CT,3.825,16389.45028,12/09/2014,,
06750,CT,11.1,50535.31413,04/14/2011,,
06365,CT,6.615,32254.90683,05/25/2014,,
06062,CT,9.75,33081.74854,11/19/2014,,
06457,CT,5.635,27663.26579,03/04/2014,,
06811,CT,9.8,48598.91038,01/09/2014,,
06002,CT,5.5,18606.21638,12/15/2014,,
06084,CT,5.72,27369.63329,11/21/2014,,
06066,CT,4.5,22230.67305,12/11/2014,,
06484,CT,5.61,24714.236,06/18/2014,,
06074,CT,5.865,23920.40584,12/08/2014,,
06415,CT,6.105,43518.92914,02/01/2011,,
06524,CT,6,22467.63454,01/20/2014,,
06082,CT,7.194,33066.64492,10/22/2014,,
06033,CT,6.12,56799.77141,01/29/2010,,
06460,CT,8.28,71684.69105,04/02/2009,,
06515,CT,9.75,47893.34959,11/03/2014,,
06776,CT,5,23929.54644,10/27/2014,,
06408,CT,15.075,69742.6631,10/22/2014,,
06489,CT,7.83,33955.96682,12/05/2014,,
06010,CT,8.32,30213.90817,01/07/2014,,
06109,CT,9.8,48598.91038,01/24/2014,,
06782,CT,9.5,30145.36865,06/04/2014,,
06410,CT,8.75,45802.64748,10/21/2014,,
06517,CT,5.72,26814.79207,08/21/2014,,
06239,CT,6.25,30245.81367,12/01/2014,,
06415,CT,5,30096.31872,03/11/2014,,
06820,CT,3.92,19833.11336,03/05/2014,,
06825,CT,7.25,34697.84234,10/01/2014,,
06075,CT,6.75,24548.00789,07/30/2014,,
06040,CT,6.625,25424.8999,07/30/2014,,
06437,CT,7.521,35994.82376,10/02/2014,,
06472,CT,5.5,24491.74575,01/15/2014,,
06237,CT,8.75,31638.85092,08/13/2014,,
06082,CT,3.675,18041.2603,03/20/2014,,
06410,CT,5.1,18525.1576,12/09/2014,,
06415,CT,10,45542.22238,03/14/2014,,
06258,CT,5.232,22946.47753,09/24/2014,,
06370,CT,9.75,39097.59954,06/20/2014,,
06468,CT,8.25,43667.39349,12/22/2014,,
06043,CT,7.84,28850.47347,12/01/2014,,
06075,CT,5.98,22611.11205,09/24/2014,,
06076,CT,7.35,35819.06155,09/15/2014,,
06811,CT,8,37495.63884,05/09/2014,,
06795,CT,9.225,91284.55,10/31/2007,,
06333,CT,8,41876.70627,10/20/2014,,
06517,CT,3.64,17176.54217,03/18/2014,,
06370,CT,9,37443.48721,08/28/2014,,
06478,CT,8.46,57416.96902,04/13/2010,,
06615,CT,3,14620.02512,09/09/2014,,
06757,CT,5.28,55859.42032,01/02/2007,,
06249,CT,9.25,44763.80423,12/18/2014,,
06824,CT,8.64,30675.32122,02/10/2014,,
06716,CT,6.615,32683.40426,02/25/2014,,
06258,CT,5.64,21424.63277,03/09/2012,,
06614,CT,3.675,17919.39269,05/27/2014,,
06460,CT,4,15924.92811,08/11/2014,,
06498,CT,1.792,14348.89939,08/21/2009,,
06470,CT,9,28135.14595,01/22/2014,,
06416,CT,5,24196.65094,12/12/2014,,
06235,CT,4.5,18794.80143,07/16/2014,,
06071,CT,10,48733.41708,09/15/2014,,
06897,CT,4.75,23206.67473,10/29/2014,,
06264,CT,7,46251.83899,06/01/2011,,
06791,CT,4.08,20567.1533,12/10/2014,,
06235,CT,4.5,17683.69831,11/10/2014,,
06783,CT,10.44,44688.42989,11/19/2014,,
06032,CT,7.29,25577.06987,12/11/2014,,
06905,CT,7.25,35331.72738,09/15/2014,,
06076,CT,9,43970.54158,10/19/2014,,
06351,CT,6,28643.31453,09/11/2014,,
06511,CT,5.72,20688.4907,07/02/2014,,
06378,CT,7.5,35804.14316,09/17/2014,,
06040,CT,5,19553.85624,05/09/2014,,
06247,CT,12.426,46777.46743,06/04/2014,,
06615,CT,39.405,246089.5264,02/17/2011,,
06107,CT,10,48688.6212,07/08/2014,,
06093,CT,4.41,21649.51236,03/04/2014,,
06896,CT,4.5,17079.45047,01/06/2014,,
06254,CT,11.655,49543.48217,01/27/2012,,
06460,CT,4.41,22312.25253,03/05/2014,,
06264,CT,8,33341.83471,10/06/2014,,
06786,CT,7,33417.20028,09/19/2014,,
06010,CT,9.31,45998.86526,02/25/2014,,
06108,CT,8.84,30848.22928,11/14/2014,,
06801,CT,3.75,19848.81522,12/08/2014,,
06482,CT,6.5,20659.75842,06/18/2014,,
06076,CT,7.56,74238.13009,07/01/2009,,
06447,CT,5.75,21170.90542,05/21/2014,,
06795,CT,9,42737.33472,12/22/2014,,
06478,CT,9.81,36205.24716,12/03/2014,,
06405,CT,4.5,22104.62289,11/10/2014,,
06258,CT,3.27,15296.88875,08/13/2014,,
06762,CT,3.185,21418.06886,12/17/2014,,
06110,CT,6.125,29969.96356,04/01/2014,,
06410,CT,12.69,50249.67232,11/25/2014,,
06416,CT,7.75,38069.07275,11/05/2014,,
06010,CT,5,23929.54644,10/27/2014,,
06108,CT,3.96,36728.39932,01/31/2008,,
06249,CT,5,23440.5056,12/17/2014,,
06250,CT,4.8,18799.94501,01/22/2014,,
06082,CT,4.25,20795.48492,04/27/2014,,
06477,CT,10.66,56590.89757,03/10/2014,,
06040,CT,36.295,335469.356,05/05/2009,,
06791,CT,10.4,40339.33462,09/24/2014,,
06484,CT,5.75,21845.50012,09/18/2014,,
06482,CT,11,45211.72301,11/05/2014,,
06753,CT,9.72,65026.85217,11/30/2010,,
06611,CT,7.54,27767.10277,08/13/2014,,
06825,CT,10.75,37585.38553,02/10/2014,,
06897,CT,5.535,55261.35532,11/01/2007,,
06119,CT,2.76,14889.01153,08/13/2014,,
06026,CT,3,14063.70213,08/27/2014,,
06107,CT,6,29240.05025,09/05/2014,,
06071,CT,11.34,42316.93317,05/21/2014,,
06019,CT,7.059,36299.76872,02/08/2014,,
06040,CT,5.75,19569.65818,06/04/2014,,
06249,CT,6.75,30111.90975,11/19/2014,,
06614,CT,5.635,27663.26579,03/05/2014,,
06614,CT,7.35,36314.89362,02/27/2014,,
06405,CT,6,21051.08632,12/18/2014,,
06415,CT,3.75,17902.07158,09/23/2014,,
06757,CT,10.032,61908.27588,01/07/2011,,
06042,CT,5.13,24057.01748,03/11/2014,,
06040,CT,3,15879.05218,12/19/2014,,
06033,CT,7,22492.08906,03/19/2014,,
06612,CT,4.5,18948.71718,01/13/2014,,
06457,CT,2.25,10746.21575,09/17/2014,,
06082,CT,5.72,24846.73497,04/26/2014,,
06413,CT,7.215,36848.94304,01/27/2012,,
06437,CT,7.83,46761.05156,11/06/2014,,
06883,CT,9.75,36803.94649,11/05/2014,,
06082,CT,9,31299.82791,07/30/2014,,
06614,CT,9,37928.25034,12/12/2014,,
06824,CT,5.75,20582.97719,02/12/2014,,
06084,CT,6.24,35377.44146,10/28/2014,,
06010,CT,9,44209.24578,11/09/2014,,
06082,CT,5,20759.08418,06/20/2014,,
06066,CT,6.37,31290.32173,11/11/2014,,
06247,CT,4.905,21065.41936,03/28/2014,,
06268,CT,6.96,35994.36499,01/12/2014,,
06612,CT,6.76,25562.31344,05/21/2014,,
06415,CT,4.56,39359.31152,01/25/2010,,
06514,CT,4.08,17020.46251,06/18/2014,,
06516,CT,22.236,25487.56719,09/10/2014,,
06461,CT,5.39,26729.40071,01/23/2014,,
06024,CT,9.87,35061.65454,01/09/2014,,
06511,CT,10.125,83041.60705,12/02/2009,,
06798,CT,7.155,25792.1832,05/09/2014,,
06422,CT,10.125,73403.1954,09/19/2011,,
06877,CT,6.75,32913.17024,05/20/2014,,
06783,CT,9.01,31774.459,03/14/2014,,
06450,CT,9,42159.37857,09/30/2014,,
06111,CT,9.5,45351.91467,09/23/2014,,
06082,CT,5.559,25551.76031,10/22/2014,,
06249,CT,7,32330.5354,06/04/2014,,
06037,CT,10.44,46663.24281,06/04/2014,,
06489,CT,10.78,45172.02491,11/17/2014,,
06010,CT,5.88,29749.67005,03/05/2014,,
06264,CT,8.75,30584.20685,11/12/2014,,
06250,CT,4.425,23030.69285,10/08/2014,,
06339,CT,2.72,26704.83705,06/12/2007,,
06235,CT,9.75,34669.65709,06/04/2014,,
06905,CT,6.75,23019.38336,11/19/2014,,
06828,CT,168,1601426.687,06/07/2007,,
06378,CT,6.54,18845.47734,07/30/2014,,
06082,CT,8.75,34252.32559,04/02/2014,,
06093,CT,3.5,17056.69598,09/18/2014,,
06416,CT,7.395,38919.9253,11/06/2014,,
06708,CT,5.25,25406.48348,12/11/2014,,
06825,CT,7.5,37193.04366,01/09/2014,,
06782,CT,3.78,15243.89009,12/16/2014,,
06786,CT,9.25,44158.44323,09/26/2014,,
06901,CT,9.35,33476.87385,09/24/2014,,
06108,CT,6.5,34209.53542,11/11/2014,,
06040,CT,7.965,28742.10649,08/28/2014,,
06031,CT,4.515,47373.41927,10/17/2006,,
06424,CT,11.22,55157.03073,01/02/2014,,
06708,CT,7.75,37768.39823,09/17/2014,,
06067,CT,7.25,35358.31694,08/07/2014,,
06484,CT,4.59,15834.51292,06/04/2014,,
06484,CT,5.2,24420.10214,10/01/2014,,
06040,CT,7.75,27243.27085,07/16/2014,,
06831,CT,7.65,29784.07431,09/24/2014,,
06258,CT,8.75,31125.93998,07/02/2014,,
06357,CT,7.5,36570.18916,05/25/2014,,
06473,CT,10.464,77598.45851,05/21/2014,,
06250,CT,7.175,51433.18092,06/30/2010,,
06107,CT,4.5,16022.35406,09/24/2014,,
06074,CT,8.82,46590.42098,05/29/2014,,
06279,CT,8.25,38675.18087,08/20/2014,,
06082,CT,9.66,62569.35958,07/16/2014,,
06107,CT,5.75,22087.00543,12/23/2014,,
06010,CT,4.655,22852.26305,03/05/2014,,
06371,CT,6.5,26494.72888,05/21/2014,,
06093,CT,4.08,21595.51096,12/12/2014,,
06902,CT,4.995,27460.76922,04/23/2013,,
06077,CT,7,25893.76338,10/22/2014,,
06084,CT,9,42104.19035,06/19/2014,,
06880,CT,5.67,29837.49519,12/11/2014,,
06478,CT,8.64,35078.68318,11/05/2014,,
06470,CT,8,25437.32046,07/16/2014,,
06516,CT,4.75,18916.24605,12/12/2014,,
06040,CT,5.635,25849.08056,12/18/2014,,
06033,CT,8.32,29336.85695,06/18/2014,,
06226,CT,5.17,20849.44756,12/09/2014,,
06614,CT,6.25,25982.86778,09/11/2014,,
06250,CT,6,21449.55659,04/25/2014,,
06514,CT,7.105,35099.76267,12/12/2014,,
06266,CT,4.8,20985.98512,01/28/2014,,
06069,CT,4.48,18612.25972,08/07/2014,,
06248,CT,8.415,34369.88078,12/08/2014,,
06241,CT,10.965,90058.31437,12/04/2008,,
06410,CT,9.5,32564.88272,05/21/2014,,
06062,CT,7.105,34879.76991,03/05/2014,,
06242,CT,4.266,33589.76653,08/04/2010,,
06013,CT,9.72,37814.07314,05/09/2014,,
06514,CT,6,22655.11354,07/16/2014,,
06477,CT,9,47201.03035,10/21/2014,,
06405,CT,7.905,32837.37207,09/24/2014,,
06470,CT,6.5,20659.75842,06/18/2014,,
06460,CT,8.5,30132.23325,04/11/2014,,
06614,CT,4.5,22312.25253,03/05/2014,,
06260,CT,7.5,29792.12647,12/15/2014,,
06033,CT,10.26,48591.93524,10/24/2014,,
06109,CT,8.64,32079.27131,11/06/2014,,
06385,CT,10.125,83541.6303,07/15/2009,,
06333,CT,5,18495.70487,11/06/2014,,
06796,CT,9.075,39119.66889,11/13/2014,,
06355,CT,6.96,28876.0849,08/13/2014,,
06473,CT,8.5,34764.01656,06/09/2014,,
06488,CT,5.535,44393.90382,06/27/2006,,
06082,CT,6,23289.27653,12/19/2014,,
06278,CT,4.25,20876.58828,11/17/2014,,
06076,CT,4.5,17840.90191,07/16/2014,,
06611,CT,10,37022.96293,05/09/2014,,
06075,CT,11,40004.16101,07/30/2014,,
06880,CT,10.78,52921.03021,03/17/2014,,
06078,CT,7.59,38689.27014,07/30/2014,,
06074,CT,6,27325.50146,01/06/2014,,
06791,CT,10.8,42073.94321,12/09/2014,,
06002,CT,3.75,18044.59011,11/20/2014,,
06441,CT,6.375,30675.80319,11/03/2014,,
06610,CT,5.635,27476.40212,05/29/2014,,
06410,CT,7,32914.83578,08/27/2014,,
06027,CT,8.1,33054.1789,08/13/2014,,
06410,CT,7.905,41604.05808,11/04/2014,,
06105,CT,4.16,14818.92306,01/31/2014,,
06514,CT,11.96,47103.31804,10/08/2014,,
06247,CT,9,32068.82397,08/28/2014,,
06770,CT,11.025,43958.72672,11/20/2014,,
06443,CT,9.945,52340.5892,11/04/2014,,
06471,CT,7.35,35963.95627,04/25/2014,,
06026,CT,10,52345.88284,10/13/2014,,
06518,CT,2.5,9928.197366,08/28/2014,,
06110,CT,3.25,12936.96863,11/21/2014,,
06704,CT,5.75,27449.84309,09/19/2014,,
06117,CT,6.5,25179.08057,06/04/2014,,
06423,CT,6.5,31277.28953,11/04/2014,,
06517,CT,7,24195.75553,06/04/2014,,
06370,CT,5.39,31596.79335,12/17/2014,,
06241,CT,9,35750.55176,12/19/2014,,
06437,CT,4.095,45318.52136,05/29/2008,,
06811,CT,7.105,34879.76991,03/05/2014,,
06468,CT,11.22,42582.07288,12/30/2014,,
06075,CT,8,29093.93528,07/30/2014,,
06095,CT,7.755,41729.0758,11/10/2011,,
06420,CT,9.25,48682.80041,11/12/2014,,
06601,CT,2.31,24634.64242,04/03/2006,,
06498,CT,8.502,27033.11486,07/30/2014,,
06070,CT,4.48,39254.02518,12/30/2014,,
06013,CT,9,37514.78555,09/22/2014,,
06413,CT,4,14308.49276,07/16/2014,,
06811,CT,6.25,30994.20305,01/24/2014,,
06897,CT,5.175,37334.21688,10/07/2011,,
06410,CT,9.72,34507.44882,12/17/2014,,
06371,CT,6.825,58703.90677,06/30/2008,,
06354,CT,10,48393.30188,12/12/2014,,
06010,CT,3.5,17069.53231,08/18/2014,,
06878,CT,6.375,25234.46173,09/24/2014,,
06798,CT,13.5,60383.75061,12/17/2014,,
06250,CT,4.2,30802.71152,02/17/2011,,
06460,CT,11.25,83986.74907,07/07/2009,,
06514,CT,4.25,20763.86686,10/19/2014,,
06237,CT,11,36677.10005,08/13/2014,,
06437,CT,10.125,71310.13484,09/19/2011,,
06782,CT,6.75,32919.81232,08/27/2014,,
06062,CT,10,47859.09288,10/21/2014,,
06250,CT,5.805,40527.77095,10/12/2010,,
06235,CT,5.886,25782.24619,06/04/2014,,
06013,CT,10,48733.41708,09/17/2014,,
06095,CT,7.84,38488.02197,03/05/2014,,
06489,CT,7.595,37285.27129,03/05/2014,,
06105,CT,8.82,74985.27316,04/23/2009,,
06354,CT,10.5,50125.80042,09/10/2014,,
06812,CT,5,24680.58396,12/19/2014,,
06071,CT,5.76,29749.67005,03/07/2014,,
06069,CT,8.25,31879.75171,01/31/2014,,
06057,CT,11,52512.7433,09/23/2014,,
06057,CT,10,47738.85754,09/23/2014,,
06437,CT,5.559,25169.6939,05/21/2014,,
06901,CT,5.225,18413.78599,10/22/2014,,
06451,CT,2.75,13138.06569,08/10/2014,,
06779,CT,6.75,38714.6415,12/24/2014,,
06249,CT,11,37224.51945,08/13/2014,,
06268,CT,7.8,27471.23747,01/09/2014,,
06783,CT,5.8,20583.2844,12/17/2014,,
06415,CT,6.345,42019.52542,03/30/2012,,
06514,CT,5.5,20458.08958,09/24/2014,,
06512,CT,2.75,13435.44326,10/09/2014,,
06084,CT,10,49401.49566,12/08/2014,,
06010,CT,7.75,37090.79698,10/10/2014,,
06237,CT,5.559,19127.46838,09/24/2014,,
06840,CT,6.5,31909.71209,03/05/2014,,
06825,CT,10.4,51837.00169,03/05/2014,,
06489,CT,6.25,29836.78596,09/23/2014,,
06082,CT,6.867,32976.61041,09/10/2014,,
06067,CT,3.75,18525.56087,12/08/2014,,
06438,CT,10.29,50515.52884,03/07/2014,,
06752,CT,3.75,19848.81522,12/10/2014,,
06013,CT,8.5,44133.68312,12/18/2014,,
06615,CT,6.24,23520.93511,09/10/2014,,
06471,CT,7.56,29178.10221,11/05/2014,,
06410,CT,9.75,34450.09838,08/28/2014,,
06410,CT,7.5,26480.14754,09/24/2014,,
06033,CT,10.4,36685.3856,07/16/2014,,
06278,CT,11.025,56132.44945,12/15/2014,,
06460,CT,8.75,36665.60463,11/19/2014,,
06098,CT,3.43,17465.73455,02/12/2014,,
06040,CT,3.5,14486.70804,08/12/2014,,
06511,CT,1.68,10940.47272,03/28/2014,,
06119,CT,5.72,20927.90025,05/09/2014,,
06013,CT,6.156,40639.17004,07/22/2011,,
06801,CT,9,46679.37243,12/12/2014,,
06357,CT,4.305,40197.71249,03/31/2008,,
06516,CT,4.35,17737.96926,09/18/2014,,
06256,CT,5.2,23391.21686,06/04/2014,,
06514,CT,3,10907.6486,12/19/2014,,
06416,CT,4.25,20692.66401,07/21/2014,,
06042,CT,5.94,31486.92093,03/11/2014,,
06066,CT,7,34082.03484,07/24/2014,,
06092,CT,6.5,25093.94341,12/12/2014,,
06235,CT,3.27,15456.00484,05/21/2014,,
06095,CT,6.75,28024.76364,06/24/2014,,
06811,CT,2.94,14433.00824,03/05/2014,,
06712,CT,4.68,18136.01457,07/30/2014,,
06040,CT,5.75,27449.84309,09/25/2014,,
06111,CT,5.39,26630.92199,02/27/2014,,
06517,CT,7.54,29620.96655,09/24/2014,,
06896,CT,9.36,44452.69678,02/28/2014,,
06422,CT,6,29035.98113,12/12/2014,,
06423,CT,8.25,39384.55747,09/23/2014,,
06468,CT,6,22442.39374,12/18/2014,,
06117,CT,5.94,23807.96499,09/24/2014,,
06447,CT,9.9,43324.90396,06/18/2014,,
06460,CT,5.25,25585.04396,09/17/2014,,
06234,CT,8,29067.74408,04/25/2014,,
06258,CT,11,39195.2293,08/28/2014,,
06333,CT,5.39,26476.42608,11/06/2014,,
06277,CT,10,49401.49566,12/18/2014,,
06787,CT,6.36,37256.81311,05/21/2014,,
06516,CT,10.325,41177.99695,09/24/2014,,
06075,CT,10,36428.27304,08/13/2014,,
06351,CT,9.25,45112.3354,08/05/2014,,
06063,CT,12.06,68035.93404,12/03/2010,,
06840,CT,5.145,25939.20973,02/13/2014,,
06418,CT,3.06,12401.7918,12/08/2014,,
06484,CT,6.25,26438.36658,08/04/2014,,
06423,CT,11.7,63729.14174,01/14/2014,,
06416,CT,4.75,22675.95733,09/19/2014,,
06883,CT,10.4,40836.61439,09/09/2014,,
06419,CT,8.25,28946.52997,11/24/2014,,
06078,CT,7.105,21979.36336,11/20/2014,,
06259,CT,7.5,28610.12865,08/13/2014,,
06405,CT,10.464,32324.27625,07/16/2014,,
06032,CT,10,48688.6212,07/24/2014,,
06410,CT,10,49401.49566,12/15/2014,,
06405,CT,5.232,28847.28473,11/06/2014,,
06804,CT,5.25,25126.02376,10/21/2014,,
06085,CT,8.25,41134.30659,12/11/2014,,
06489,CT,6.75,33346.00957,12/23/2014,,
06082,CT,6,23887.39216,08/12/2014,,
06777,CT,6.3,42490.29985,03/15/2010,,
06409,CT,5.5,21503.13655,11/07/2014,,
06057,CT,6,22586.67819,06/18/2014,,
06460,CT,6.15,46911.08374,11/30/2010,,
06612,CT,7.75,29363.67491,06/04/2014,,
06010,CT,8.325,40933.54592,10/04/2011,,
06712,CT,8,32321.08146,05/21/2014,,
06443,CT,4.75,22856.48081,11/03/2014,,
06460,CT,4.14,23075.22083,08/13/2014,,
06403,CT,4.88,19679.94276,12/16/2014,,
06023,CT,8.575,42096.27403,03/05/2014,,
06244,CT,6.3,66561.36397,08/25/2008,,
06850,CT,9.6,55699.86466,04/13/2012,,
06783,CT,8.12,30480.3124,08/28/2014,,
06611,CT,10.965,44772.12183,12/10/2014,,
06359,CT,3.5,14531.35892,06/19/2014,,
06461,CT,6.125,30258.41609,12/18/2014,,
06082,CT,8,29041.13834,09/10/2014,,
06791,CT,6.075,39109.50422,09/08/2011,,
06247,CT,7.5,27424.61112,07/16/2014,,
06751,CT,11,71576.87412,11/26/2014,,
06405,CT,5.25,22091.33914,03/14/2014,,
06238,CT,9.81,44082.43369,04/11/2014,,
06277,CT,6.5,31030.2574,09/12/2014,,
06443,CT,7.25,25585.87044,07/02/2014,,
06084,CT,9.24,33809.54701,11/13/2014,,
06801,CT,10,47738.85754,09/11/2014,,
06033,CT,4.95,19962.23702,12/11/2014,,
06105,CT,5.98,21962.66554,08/13/2014,,
06524,CT,9.483,41828.56286,11/24/2014,,
06384,CT,7.5,35804.14316,09/11/2014,,
06082,CT,8.4,34780.04298,08/28/2014,,
06907,CT,5.472,33971.43706,09/08/2011,,
06074,CT,6.75,32480.26221,11/13/2014,,
06052,CT,11,51566.90783,08/20/2014,,
06280,CT,8.5,41134.30659,12/11/2014,,
06235,CT,5.232,23745.9788,08/13/2014,,
06830,CT,7.54,28824.85612,07/16/2014,,
06105,CT,4.5,18094.69956,08/28/2014,,
06753,CT,11.04,107608.4869,03/13/2009,,
06471,CT,9,39738.86931,09/10/2014,,
06095,CT,4.75,23206.67473,10/19/2014,,
06029,CT,5.67,25457.98819,08/28/2014,,
06897,CT,9.045,37803.12696,05/21/2014,,
06517,CT,5.22,19658.08049,07/02/2014,,
06338,CT,14.4,73286.74157,06/17/2011,,
06107,CT,8.502,35030.8606,08/28/2014,,
06443,CT,9.75,50727.50233,04/25/2014,,
06470,CT,4.5,16753.15619,12/30/2014,,
06830,CT,3.15,23030.37703,05/21/2010,,
06783,CT,9.54,33532.40737,04/25/2014,,
06001,CT,7,32815.30498,08/27/2014,,
06413,CT,10.25,49951.7525,09/09/2014,,
06108,CT,6.12,61579.38362,09/05/2007,,
06118,CT,5.886,40484.2485,01/13/2014,,
06611,CT,6,22887.46532,05/09/2014,,
06385,CT,5.2,23666.4102,04/25/2014,,
06071,CT,11.118,39061.85803,08/28/2014,,
06351,CT,5.61,27148.64235,12/14/2014,,
06457,CT,3.75,19629.70606,10/20/2014,,
06107,CT,5.2,24552.67228,11/07/2014,,
06413,CT,6,22091.37957,05/21/2014,,
06033,CT,7.5,36089.18023,11/06/2014,,
06107,CT,5,17432.62136,03/14/2014,,
06374,CT,5.559,18308.01539,04/25/2014,,
06776,CT,5.25,25599.13241,05/25/2014,,
06795,CT,9.31,45704.52609,03/18/2014,,
06098,CT,3,14357.72786,10/07/2014,,
06606,CT,7.65,31621.99819,12/08/2014,,
06033,CT,6.75,21792.46532,02/19/2014,,
06457,CT,7.14,37577.85891,11/03/2014,,
06518,CT,15.75,50862.22036,07/30/2014,,
06779,CT,6.867,34312.86742,12/03/2014,,
06069,CT,4.48,19654.13414,10/31/2014,,
06107,CT,5,17432.62136,03/28/2014,,
06477,CT,10,38900.41854,04/30/2014,,
06473,CT,7.25,35331.72738,09/09/2014,,
06074,CT,5.88,28771.16501,04/04/2014,,
06385,CT,9.25,44269.66091,10/07/2014,,
06231,CT,9.18,31535.6528,01/21/2014,,
06484,CT,9.18,37020.87593,12/03/2014,,
06237,CT,3.6,29212.42854,01/22/2014,,
